Food code,Food name,FoodEx2 code,FoodEx2 name,Facet(s) code,Facet(s) description,Reverse yield factor,Source(s),Reference(s),Reference link
A.02.02.002,"Onions, bulb (Allium cepa)",A00HC,Onions,F28.A07KG$F28.A07LA,"PROCESS=Drying (dehydration), PROCESS=Grinding / milling / crushing",9.00,Literature,"USDA (1992), Weights, Measures, and Conversion Factors for Agricultural Commodities and Their Products || (Dried => Onion)",https://naldc.nal.usda.gov/download/CAT92978524/PDF
A.02.02.002,"Onions, bulb (Allium cepa)",A00HC,Onions,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.02.02.002,"Onions, bulb (Allium cepa)",A00HC,Onions,F28.A0BA1,PROCESS=Cooking and similar thermal preparation processes,1.17,Extrapolation,based on 'boiled onion',
A.02.02.003,"Shallots, bulb (Allium ascalonicum, Allium cepa var. aggregatum)",A00HF,Shallots,F28.A07GR,PROCESS=Frying,1.61,Extrapolation,based on 'fried onions',
A.02.02.003,"Shallots, bulb (Allium ascalonicum, Allium cepa var. aggregatum)",A00HF,Shallots,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.02.02.004,"Spring onions, bulb (Allium cepa)",A00HH,Spring onions,F28.A07GG,PROCESS=Cooking in water,1.28,Literature,"National Food Administration, Bergstrom (1994), Nutrient losses and gains in the preparation of foods: NLG project J.Food Chemistry 57(1):77-78 || (FOOD/DISH=Onions spring, PROCESS=boiled, N=1)",http://www.fao.org/uploads/media/Bergstroem_1994_32_Livsmedelsverket_nutrient_losses_and_gains.pdf
A.02.02.004,"Spring onions, bulb (Allium cepa)",A00HH,Spring onions,F28.A07GR,PROCESS=Frying,1.61,Extrapolation,based on 'fried onions',
A.02.02.004,"Spring onions, bulb (Allium cepa)",A00HH,Spring onions,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.02.02.004,"Spring onions, bulb (Allium cepa)",A00HH,Spring onions,F28.A0BA1,PROCESS=Cooking and similar thermal preparation processes,1.17,Extrapolation,based on 'boiled onion',
A.02.02.005,"Chives, bulb (Allium schoenoprasum)",A00XD,Chives,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.02.03.001,Tomatoes (Lycopersicum esculentum),A0DMX,Tomatoes,F28.A07GG,PROCESS=Cooking in water,1.20,Extrapolation,based on 'cooked tomatoes',
A.02.03.001,Tomatoes (Lycopersicum esculentum),A0DMX,Tomatoes,F28.A07GM,PROCESS=Stewing,1.20,Extrapolation,based on 'cooked tomatoes',
A.02.03.001,Tomatoes (Lycopersicum esculentum),A0DMX,Tomatoes,F28.A07GR,PROCESS=Frying,1.20,Extrapolation,based on 'cooked tomatoes',
A.02.03.001,Tomatoes (Lycopersicum esculentum),A0DMX,Tomatoes,F28.A07KG,PROCESS=Drying (dehydration),20.00,Literature,FAO (2000) Technical Conversion Factors for Agricultural Commodities || (Dry => Tomato Fresh),http://www.fao.org/fileadmin/templates/ess/documents/methodology/tcf.pdf
A.02.03.001,Tomatoes (Lycopersicum esculentum),A0DMX,Tomatoes,F28.A07KG$F28.A07LA,"PROCESS=Drying (dehydration), PROCESS=Grinding / milling / crushing",20.00,Extrapolation,based on 'dried tomatoes',
A.02.03.001,Tomatoes (Lycopersicum esculentum),A0DMX,Tomatoes,F28.A07LN,PROCESS=Juicing,1.25,Literature,FAO (2000) Technical Conversion Factors for Agricultural Commodities || (Juice single strength => Tomato Fresh),http://www.fao.org/fileadmin/templates/ess/documents/methodology/tcf.pdf
A.02.03.001,Tomatoes (Lycopersicum esculentum),A0DMX,Tomatoes,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.02.03.001,Tomatoes (Lycopersicum esculentum),A0DMX,Tomatoes,F28.A0BA1,PROCESS=Cooking and similar thermal preparation processes,1.20,Literature,"National Food Administration, Bergstrom (1994), Nutrient losses and gains in the preparation of foods: NLG project J.Food Chemistry 57(1):77-78 || (FOOD/DISH=Tomatoes, PROCESS=cooked/boiled, N=2)",http://www.fao.org/uploads/media/Bergstroem_1994_32_Livsmedelsverket_nutrient_losses_and_gains.pdf
A.02.03.001,Tomatoes (Lycopersicum esculentum),A0DMX,Tomatoes,F28.A0BYP,PROCESS=Canning / jarring,1.25,Literature,FAO (2000) Technical Conversion Factors for Agricultural Commodities || (Peeled tomatoes => Tomato Fresh),http://www.fao.org/fileadmin/templates/ess/documents/methodology/tcf.pdf
A.02.03.001,Tomatoes (Lycopersicum esculentum),A0DMX,Tomatoes,F28.A0C6N,PROCESS=Pulping / mashing,3.33,Literature,FAO (2000) Technical Conversion Factors for Agricultural Commodities || (Puree => Tomato Fresh),http://www.fao.org/fileadmin/templates/ess/documents/methodology/tcf.pdf
A.02.03.001,Tomatoes (Lycopersicum esculentum),A0DMX,Tomatoes,F28.A0C6N$F28.A07KF,"PROCESS=Pulping / mashing, PROCESS=Concentration / evaporation",4.00,Literature,FAO (2000) Technical Conversion Factors for Agricultural Commodities || (Paste => Tomato Fresh),http://www.fao.org/fileadmin/templates/ess/documents/methodology/tcf.pdf
A.02.03.002,"Peppers, paprika (Capsicum annuum, var. grossum and var. longum)",A00JA,Sweet peppers,F28.A07GG,PROCESS=Cooking in water,1.15,Literature,"National Food Administration, Bergstrom (1994), Nutrient losses and gains in the preparation of foods: NLG project J.Food Chemistry 57(1):77-78 || (FOOD/DISH=Peppers capsicum, PROCESS=boiled, N=1)",http://www.fao.org/uploads/media/Bergstroem_1994_32_Livsmedelsverket_nutrient_losses_and_gains.pdf
A.02.03.002,"Peppers, paprika (Capsicum annuum, var. grossum and var. longum)",A00JA,Sweet peppers,F28.A07GG$F28.A0C6N,"PROCESS=Cooking in water, PROCESS=Pulping / mashing",0.87,Literature,"National Food Administration, Bergstrom (1994), Nutrient losses and gains in the preparation of foods: NLG project J.Food Chemistry 57(1):77-78 || (FOOD/DISH=Peppers, Capsicum, PROCESS=boiled, -13%)",http://www.fao.org/uploads/media/Bergstroem_1994_32_Livsmedelsverket_nutrient_losses_and_gains.pdf
A.02.03.002,"Peppers, paprika (Capsicum annuum, var. grossum and var. longum)",A00JA,Sweet peppers,F28.A07GM,PROCESS=Stewing,1.15,Extrapolation,based on 'boiled peppers capsicum',
A.02.03.002,"Peppers, paprika (Capsicum annuum, var. grossum and var. longum)",A00JA,Sweet peppers,F28.A07GR,PROCESS=Frying,1.67,Literature,"National Food Administration, Bergstrom (1994), Nutrient losses and gains in the preparation of foods: NLG project J.Food Chemistry 57(1):77-78 || (FOOD/DISH=Peppers capsicum/capsicum green, PROCESS=deep fried/fried in margarine/fried in olive oil, N=3)",http://www.fao.org/uploads/media/Bergstroem_1994_32_Livsmedelsverket_nutrient_losses_and_gains.pdf
A.02.03.002,"Peppers, paprika (Capsicum annuum, var. grossum and var. longum)",A00JA,Sweet peppers,F28.A07GZ,PROCESS=Broiling/grilling,1.08,Literature,"National Food Administration, Bergstrom (1994), Nutrient losses and gains in the preparation of foods: NLG project J.Food Chemistry 57(1):77-78 || (FOOD/DISH=Peppers capsicum, PROCESS=grilled, N=1)",http://www.fao.org/uploads/media/Bergstroem_1994_32_Livsmedelsverket_nutrient_losses_and_gains.pdf
A.02.03.002,"Peppers, paprika (Capsicum annuum, var. grossum and var. longum)",A00JA,Sweet peppers,F28.A07KC,PROCESS=Pickling,1.00,Assumption,Default value of 1,
A.02.03.002,"Peppers, paprika (Capsicum annuum, var. grossum and var. longum)",A00JA,Sweet peppers,F28.A07KG$F28.A07LA,"PROCESS=Drying (dehydration), PROCESS=Grinding / milling / crushing",20.40,Literature,FAO (2000) Technical Conversion Factors for Agricultural Commodities || (Dry => Green bell pepper),http://www.fao.org/fileadmin/templates/ess/documents/methodology/tcf.pdf
A.02.03.002,"Peppers, paprika (Capsicum annuum, var. grossum and var. longum)",A00JA,Sweet peppers,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.02.03.002,"Peppers, paprika (Capsicum annuum, var. grossum and var. longum)",A00JA,Sweet peppers,F28.A0BA1,PROCESS=Cooking and similar thermal preparation processes,1.15,Extrapolation,based on 'boiled peppers capsicum',
A.02.03.003,Chilli pepper (Capsicum frutescens),A00JB,Chili peppers,F28.A07GM,PROCESS=Stewing,1.15,Extrapolation,based on 'boiled peppers capsicum',
A.02.03.003,Chilli pepper (Capsicum frutescens),A00JB,Chili peppers,F28.A07KC,PROCESS=Pickling,1.00,Assumption,Default value of 1,
A.02.03.003,Chilli pepper (Capsicum frutescens),A00JB,Chili peppers,F28.A07KG$F28.A07LA,"PROCESS=Drying (dehydration), PROCESS=Grinding / milling / crushing",10.00,Literature,"European Spice Association (2008), Dehydration factors for herbs and spices, Journal of consumer protection and food safety",https://www.esa-spices.org/index-esa.html/publications-esa
A.02.03.003,Chilli pepper (Capsicum frutescens),A00JB,Chili peppers,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.02.03.004,Aubergines (egg plants) (Solanum melongena),A00JD,Aubergines,F28.A07GM,PROCESS=Stewing,1.08,Literature,"National Food Administration, Bergstrom (1994), Nutrient losses and gains in the preparation of foods: NLG project J.Food Chemistry 57(1):77-78 || (FOOD/DISH=Aubergines, PROCESS=boiled, N=1)",http://www.fao.org/uploads/media/Bergstroem_1994_32_Livsmedelsverket_nutrient_losses_and_gains.pdf
A.02.03.004,Aubergines (egg plants) (Solanum melongena),A00JD,Aubergines,F28.A07GZ,PROCESS=Broiling/grilling,2.50,Literature,"National Food Administration, Bergstrom (1994), Nutrient losses and gains in the preparation of foods: NLG project J.Food Chemistry 57(1):77-78 || (FOOD/DISH=Aubergines, PROCESS=grilled, N=1)",http://www.fao.org/uploads/media/Bergstroem_1994_32_Livsmedelsverket_nutrient_losses_and_gains.pdf
A.02.03.004,Aubergines (egg plants) (Solanum melongena),A00JD,Aubergines,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.02.03.004,Aubergines (egg plants) (Solanum melongena),A00JD,Aubergines,F28.A0BA1,PROCESS=Cooking and similar thermal preparation processes,1.08,Extrapolation,based on 'boiled aubergines',
A.02.03.005,"Okra, lady’s fingers (Hibiscus esculentus)",A00JF,Okra,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.02.03.006,Cucumbers (Cucumis sativus),A00JM,Cucumbers,F28.A07LN,PROCESS=Juicing,2.00,Assumption,Median factor for (fruiting) vegetables juice,
A.02.03.006,Cucumbers (Cucumis sativus),A00JM,Cucumbers,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.02.03.007,Gherkins (Cucumis sativus),A00JP,Gherkins,F28.A07KC,PROCESS=Pickling,1.00,Assumption,Default value of 1,
A.02.03.007,Gherkins (Cucumis sativus),A00JP,Gherkins,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.02.03.008,Courgettes (Zucchini) (Cucurbita pepo var. melopepo),A00JR,Courgettes,F28.A07GG,PROCESS=Cooking in water,1.11,Literature,"National Food Administration, Bergstrom (1994), Nutrient losses and gains in the preparation of foods: NLG project J.Food Chemistry 57(1):77-78 || (FOOD/DISH=Courgettes squash summer, PROCESS=boiled, N=1)",http://www.fao.org/uploads/media/Bergstroem_1994_32_Livsmedelsverket_nutrient_losses_and_gains.pdf
A.02.03.008,Courgettes (Zucchini) (Cucurbita pepo var. melopepo),A00JR,Courgettes,F28.A07GM,PROCESS=Stewing,1.11,Extrapolation,based on 'boiled courgettes',
A.02.03.008,Courgettes (Zucchini) (Cucurbita pepo var. melopepo),A00JR,Courgettes,F28.A07GZ,PROCESS=Broiling/grilling,1.11,Extrapolation,based on 'boiled courgettes',
A.02.03.008,Courgettes (Zucchini) (Cucurbita pepo var. melopepo),A00JR,Courgettes,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.02.03.008,Courgettes (Zucchini) (Cucurbita pepo var. melopepo),A00JR,Courgettes,F28.A0BA1,PROCESS=Cooking and similar thermal preparation processes,1.11,Extrapolation,based on 'boiled courgettes',
A.02.03.009,Melons (Cucumis melo),A00KF,Melons,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.02.03.010,Pumpkins (Cucurbita maxima),A00KH,Pumpkins,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.02.03.010,Pumpkins (Cucurbita maxima),A00KH,Pumpkins,F28.A0BA1,PROCESS=Cooking and similar thermal preparation processes,1.09,Extrapolation,based on 'boiled pumpkin',
A.02.03.011,Watermelons (Citrullus lanatus),A00KJ,Watermelons,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.02.03.012,Sweet corn (Zea mays var. saccharata),A00KP,Sweet corn,F28.A07GG,PROCESS=Cooking in water,1.00,Assumption,Default value of 1,
A.02.03.012,Sweet corn (Zea mays var. saccharata),A00KP,Sweet corn,F28.A07GR,PROCESS=Frying,1.00,Assumption,Default value of 1,
A.02.03.012,Sweet corn (Zea mays var. saccharata),A00KP,Sweet corn,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.02.04.001,Broccoli (Brassica oleracea var. italica),A00FN,Broccoli,F28.A07GG,PROCESS=Cooking in water,0.90,Literature,"Bognár (2002), Tables on weight yield of food and retention factors of food constituents for the calculation of nutrient composition of cooked foods (dishes) ISSN 0933 - 5463 || (FOOD/DISH=Broccoli, PROCESS=boiled)",http://www.fao.org/uploads/media/bognar_bfe-r-02-03.pdf
A.02.04.001,Broccoli (Brassica oleracea var. italica),A00FN,Broccoli,F28.A07GM,PROCESS=Stewing,0.98,Literature,"Bognár (2002), Tables on weight yield of food and retention factors of food constituents for the calculation of nutrient composition of cooked foods (dishes) ISSN 0933 - 5463 || (FOOD/DISH=Broccoli, PROCESS=stewed)",http://www.fao.org/uploads/media/bognar_bfe-r-02-03.pdf
A.02.04.001,Broccoli (Brassica oleracea var. italica),A00FN,Broccoli,F28.A07GR,PROCESS=Frying,0.90,Extrapolation,based on 'boiled broccoli',
A.02.04.001,Broccoli (Brassica oleracea var. italica),A00FN,Broccoli,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.02.04.001,Broccoli (Brassica oleracea var. italica),A00FN,Broccoli,F28.A0BA1,PROCESS=Cooking and similar thermal preparation processes,0.90,Extrapolation,based on 'boiled broccoli',
A.02.04.002,Cauliflower (Brassica oleracea var. botrytis),A00FR,Cauliflowers,F28.A07GG,PROCESS=Cooking in water,1.00,Literature,"Bognár (2002), Tables on weight yield of food and retention factors of food constituents for the calculation of nutrient composition of cooked foods (dishes) ISSN 0933 - 5463 || (FOOD/DISH=Cauliflower, PROCESS=boiled)",http://www.fao.org/uploads/media/bognar_bfe-r-02-03.pdf
A.02.04.002,Cauliflower (Brassica oleracea var. botrytis),A00FR,Cauliflowers,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.02.04.002,Cauliflower (Brassica oleracea var. botrytis),A00FR,Cauliflowers,F28.A0BA1,PROCESS=Cooking and similar thermal preparation processes,1.00,Extrapolation,based on 'boiled cauliflower',
A.02.04.003,Brussels sprouts (Brassica oleracea var. gemmifera),A00FV,Brussels sprouts,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.02.04.004,Head cabbage (Brassica oleracea convar. capitata),A00FY,Head cabbages,F28.A07GM,PROCESS=Stewing,1.05,Literature,"Bognár (2002), Tables on weight yield of food and retention factors of food constituents for the calculation of nutrient composition of cooked foods (dishes) ISSN 0933 - 5463 || (FOOD/DISH=Savoy/White cabbbage, PROCESS=stewed, N=2)",http://www.fao.org/uploads/media/bognar_bfe-r-02-03.pdf
A.02.04.004,Head cabbage (Brassica oleracea convar. capitata),A00FY,Head cabbages,F28.A07LN,PROCESS=Juicing,2.00,Assumption,Median factor for (fruiting) vegetables juice,
A.02.04.004,Head cabbage (Brassica oleracea convar. capitata),A00FY,Head cabbages,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.02.04.004,Head cabbage (Brassica oleracea convar. capitata),A00FY,Head cabbages,F28.A0BA1,PROCESS=Cooking and similar thermal preparation processes,1.02,Extrapolation,based on 'boiled head cabbage',
A.02.04.004,Head cabbage (Brassica oleracea convar. capitata),A00FY,Head cabbages,F28.A0CQZ,PROCESS=Fermentation,1.00,Assumption,Default value of 1,
A.02.04.005,Chinese cabbage (Brassica pekinensis),A00GG,Chinese cabbages,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.02.04.006,Kale (Brassica oleracea convar. Acephalea),A00GL,Kales and similar-,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.02.04.006,Kale (Brassica oleracea convar. Acephalea),A00GL,Kales and similar-,F28.A0BA1,PROCESS=Cooking and similar thermal preparation processes,1.04,Literature,"National Food Administration, Bergstrom (1994), Nutrient losses and gains in the preparation of foods: NLG project J.Food Chemistry 57(1):77-78 || (FOOD/DISH=Kale, PROCESS=boiled, N=7)",http://www.fao.org/uploads/media/Bergstroem_1994_32_Livsmedelsverket_nutrient_losses_and_gains.pdf
A.02.04.007,"Kohlrabi (Brassica oleracea convar. acephala, var. gongylodes)",A00GV,Kohlrabies,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.02.05.001,Lamb's lettuce (Valerianella locusta),A00KT,Lamb's lettuces,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.02.05.002,"Lettuce, excluding Iceberg-type lettuce (Lactuca sativa)",A00KY,Head lettuces,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.02.05.003,Iceberg-type lettuce,A00KZ,Crisp lettuces,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.02.05.004,"Endive, scarole (broad-leaf endive) (Cichorium endiva)",A00LE,Escaroles,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.02.05.005,Cress (Lepidium sativum),A00LK,Cresses,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.02.05.005,Cress (Lepidium sativum),A00LK,Cresses,F28.A0BA1,PROCESS=Cooking and similar thermal preparation processes,1.30,Literature,"National Food Administration, Bergstrom (1994), Nutrient losses and gains in the preparation of foods: NLG project J.Food Chemistry 57(1):77-78 || (FOOD/DISH=Cress garden, PROCESS=boiled, N=1)",http://www.fao.org/uploads/media/Bergstroem_1994_32_Livsmedelsverket_nutrient_losses_and_gains.pdf
A.02.05.006,Land cress (Barbarea verna),A00LL,Land cresses,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.02.05.007,"Rocket, Rucola (Eruca sativa, Diplotaxis spec.)",A00LN,Roman rocket,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.02.05.010,Spinach (fresh) (Spinacia oleracea),A00MJ,Spinaches,F28.A07GG,PROCESS=Cooking in water,1.05,Literature,"Bognár (2002), Tables on weight yield of food and retention factors of food constituents for the calculation of nutrient composition of cooked foods (dishes) ISSN 0933 - 5463 || (FOOD/DISH=Spinach, PROCESS=boiled)",http://www.fao.org/uploads/media/bognar_bfe-r-02-03.pdf
A.02.05.010,Spinach (fresh) (Spinacia oleracea),A00MJ,Spinaches,F28.A07KG$F28.A07LA,"PROCESS=Drying (dehydration), PROCESS=Grinding / milling / crushing",10.60,Literature,"USDA (1992), Weights, Measures, and Conversion Factors for Agricultural Commodities and Their Products || (Dried => Spinach)",https://naldc.nal.usda.gov/download/CAT92978524/PDF
A.02.05.010,Spinach (fresh) (Spinacia oleracea),A00MJ,Spinaches,F28.A07KQ,PROCESS=Freezing,1.43,Literature,"USDA (1992), Weights, Measures, and Conversion Factors for Agricultural Commodities and Their Products || (Frozen spinach => Spinach)",https://naldc.nal.usda.gov/download/CAT92978524/PDF
A.02.05.010,Spinach (fresh) (Spinacia oleracea),A00MJ,Spinaches,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.02.05.010,Spinach (fresh) (Spinacia oleracea),A00MJ,Spinaches,F28.A0BA1,PROCESS=Cooking and similar thermal preparation processes,1.05,Extrapolation,based on 'boiled spinach',
A.02.05.012,Purslane (Portulaca oleracea),A00MP,Purslanes,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.02.05.013,Beet leaves (Beta vulgaris),A00MX,Chards,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.02.05.014,Vine leaves (grape leaves) (Vitis euvitis),A00NB,Grape leaves,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.02.05.015,Water cress (Nasturtium officinale),A00ND,Watercresses,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.02.05.016,Witloof (Cichorium intybus. var. foliosum),A00NE,Witloofs,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
