"id","exposure","gruppo","code",,"Our approximation",
4324,"L5","Salt, low sodium","17.89.338.878.1438",,"A.16.04.002","Salt, low sodium"
3686,"L5","Sangria","1.72.272.546.800",,"I.14.07.001.003","Sangria"
3280,"L5","Sauerkraut","20.82.141.277.394",,"A.02.14.006","Sauerkraut"
2972,"L5","Sausage roll","4.31.340.59.86",,"I.19.01.001.014","Sausage roll"
4276,"L5","Sea salt","17.89.338.851.1390",,"A.16.04.007","Sea salt"
3065,"L5","Sheep milk","14.70.244.123.179",,"A.08.01.002","Sheep milk"
3403,"L5","Sherry","1.111.123.373.517",,"A.14.03.002","Sherry"
3826,"L5","Soft-ripened cheese veined with blue mould (blue bavarian, blue de graven type )","14.23.326.97.940",,"I.08.08.190","Soft-ripened cheese veined with blue mould (blue bavarian, blue de graven type )"
3034,"L5","Soft-ripened cheese with bloomy rind (white mould) (brie, camembert type)","14.23.326.97.148",,"I.08.08.189","Soft-ripened cheese with bloomy rind (white mould) (brie, camembert type)"
3871,"L5","Sorbet","19.110.423.659.985",,"A.20.02.005","Sorbet"
3097,"L5","Soy sauce","17.26.343.141.211",,"A.16.05.011","Soy sauce"
3459,"L5","Soya drink","16.66.120.125.573",,"A.08.09.008","Soya drink"
3456,"L5","Soya yoghurt","16.66.120.124.570",,"A.08.09.009","Soya yoghurt"
3281,"L5","Speculaas","10.36.49.272.395",,"A.01.07.002.008","Speculaas"
3967,"L5","Spelt flour, wholemeal","10.22.78.530.1081",,"A.01.03.007.003","Spelt flour, wholemeal"
3676,"L5","Spelt grain","10.22.82.537.790",,"A.01.02.005","Spelt grain"
3290,"L5","Sponge cake","10.36.64.280.404",,"A.01.07.001.034","Sponge cake"
3637,"L5","Sticks, salty","10.18.110.517.751",,"A.01.07.002.014","Sticks, salty"
3183,"L5","Sugar beet syrup","19.100.385.206.297",,"A.10.06.005","Sugar beet syrup"
3866,"L5","Sugar cotton","19.27.383.657.980",,"A.10.04.009","Sugar cotton"
3912,"L5","Sun-dried tomatoes","20.82.304.680.1026",,"A.02.14.007","Sun-dried tomatoes"
4245,"L5","Sweet and sour sauce","17.26.343.141.1359",,"I.16.08.010.007","Sweet and sour sauce"
3844,"L5","Tabasco sauce","17.26.343.129.958",,"A.16.05.008","Tabasco sauce"
3332,"L5","Tap water","21.32.400.323.446",,"A.15.01","Tap water"
3470,"L5","Tartar sauce","17.26.343.133.584",,"A.16.05.014","Tartar sauce"
3495,"L5","Toffee","19.27.383.430.609",,"A.10.04.006","Toffee"
3066,"L5","Tofu","16.66.120.124.180",,"A.08.09.011","Tofu"
4243,"L5","Tomato chutney","17.26.323.695.1357",,"A.16.07.001","Tomato chutney"
3649,"L5","Tortilla","10.18.401.520.763",,"A.01.04.005.009","Tortilla"
3484,"L5","Tortilla chips","4.47.89.69.598",,"A.20.01.003","Tortilla chips"
3936,"L5","Treacle","19.100.385.206.1050",,"A.10.06.006","Treacle"
3781,"L5","Turkey liver","13.10.292.611.895",,"A.06.06.006","Turkey liver"
4704,"L5","Vanilla essence","12.44.136.1049.1818",,"A.16.09.002","Vanilla essence"
4618,"L5","Veal kidney","13.9.230.946.1732",,"A.06.06.010","Veal kidney"
3367,"L5","Veal liver","13.10.231.351.481",,"A.06.06.002","Veal liver"
4072,"L5","Vegetable soufflé","4.31.126.54.1186",,"A.19.07.006","Vegetable soufflé"
3404,"L5","Vermouth","1.111.123.373.518",,"A.14.03.001","Vermouth"
4404,"L5","Vinegar, apple","17.26.410.923.1518",,"A.16.05.005","Vinegar, apple"
3114,"L5","Vinegar, wine","17.26.410.156.228",,"A.16.05.004","Vinegar, wine"
3390,"L5","Vodka and vodka-like spirits","1.105.403.368.504",,"A.14.06.004","Vodka and vodka-like spirits"
3312,"L5","Waffles","10.36.405.305.426",,"A.01.07.001.037","Waffles"
3429,"L5","Walnut oil","2.5.406.16.543",,"A.11.04.019","Walnut oil"
2973,"L5","Weisswurst","13.86.295.56.87",,"A.06.09.001.004","Weisswurst"
4690,"L5","Well water","21.32.400.1088.1804",,"A.15.02","Well water"
3252,"L5","Wheat bran","10.22.80.255.366",,"A.01.03.001.008","Wheat bran"
3987,"L5","Wheat flour, brown","10.22.78.254.1101",,"A.01.03.001.001","Wheat flour, brown"
4357,"L5","Wheat flour, durum","10.22.78.254.1471",,"A.01.03.001.002","Wheat flour, Durum"
3667,"L5","Wheat germ","10.22.81.532.781",,"A.01.02.001.001","Wheat germ"
3422,"L5","Wheat germ oil","2.5.406.385.536",,"A.11.04.020","Wheat germ oil"
3681,"L5","Wheat groats","10.22.188.542.795",,"A.01.03.001.009","Wheat groats"
4106,"L5","Wheat semolina porridge","10.19.56.232.1220",,"A.01.06.007.004","Wheat semolina porridge"
3764,"L5","Wheat starch","12.95.425.597.878",,"A.01.03.001.014","Wheat starch"
3244,"L5","Wheat, popped","10.19.297.247.358",,"A.01.06.004.005","Wheat, popped"
4490,"L5","Whey powder","14.69.246.982.1604",,"A.08.04.002.002","Whey powder"
3392,"L5","Whisky","1.105.403.368.506",,"A.14.06.002","Whisky"
3178,"L5","White sugar","19.100.381.199.292",,"A.10.01.001","White sugar"
2898,"L5","Wine, red","1.111.430.12.12",,"A.14.02.003","Wine, red"
2900,"L5","Wine, white","1.111.430.14.14",,"A.14.02.001","Wine, white"
4759,"L5","Winter savory","20.54.32.671.1873",,"I.16.01.017","Winter savory"
4246,"L5","Yeast extract","17.87.391.166.1360",,"A.16.04.015","Yeast extract"
4116,"L5","Yoghurt, goat milk","14.35.140.110.1230",,"A.08.06.004","Yoghurt, goat milk"
4057,"L5","Yoghurt, sheep milk","14.35.140.110.1171",,"A.08.06.003","Yoghurt, sheep milk"
4837,"L5","Acid","12.42.11.1175.1951",,,
4425,"L5","Acidity regulator","12.42.12.934.1539",,,
3636,"L5","Additional bread products","10.18.13.516.750",,"A.01.04.001.001","Wheat bread, white"
4588,"L5","Agretti","20.59.367.783.1702",,,
3071,"L5","Aioli or garlic sauce","17.26.343.129.185",,"I.16.08.006.001","Aioli/Garlic sauce"
4416,"L5","Alaska pollock","6.37.238.95.1530",,,
3354,"L5","Alcoholic beverages","1.1.14.341.468",,"A.14.02.003","Wine, red"
4332,"L5","Alcoholic sauce","17.26.343.884.1446",,"A.10.05.004","Alcoholic sweet sauce"
3375,"L5","Alcopop and flavoured wine","1.72.16.357.489",,"A.14.07.003","Alcopop"
3654,"L5","Ale beer","1.16.42.343.768",,"A.14.01.002","Beer, regular"
3917,"L5","Alfalfa sprouts","20.94.17.685.1031",,"A.02.05.022","Alfalfa spouts, fresh (Medicago sativa)"
4880,"L5","Alfonsinos","6.37.238.462.1994",,,
3872,"L5","Algae and prokaryotes organisms","20.2.18.660.986",,"A.18.02.011","Algae formula (e.g. Spirulina, Chlorella)"
4234,"L5","Algae based formulations (e.g. Spirulina, chlorella)","16.46.256.828.1348",,"A.18.02.011","Algae formula (e.g. Spirulina, Chlorella)"
4224,"L5","Allspice fruit","11.92.172.823.1338",,"A.16.02.004","Allspice (Pimenta dioica)"
3347,"L5","Almonds","11.74.397.335.461",,"A.04.03.001","Almond, sweet (Prunus amygalus dulcis)"
4887,"L5","Aloe vera juice","9.62.19.1198.2001",,"I.12.04.011","Juice, Tropical"
4129,"L5","Amaranth leaves","20.59.367.268.1243",,"I.01.02.010.005","Amaranth grain"
4710,"L5","Amberjack","6.37.238.100.1824",,,
4757,"L5","American persimmons","8.51.254.1124.1871",,"A.05.06.013","American persimmon (Virginia kaki) (Diospyros virginiana)"
3546,"L5","Anchovies","6.37.238.99.660",,"A.07.01.004","Anchovy (Engraulis)"
3966,"L5","Anglerfish, monkfish and stargazers","6.37.238.462.1080",,,
4589,"L5","Animal and vegetable fats and oils and primary derivatives thereof","2.4.21.1038.1703",,"A.11.05","Fats of mixed origin"
3412,"L5","Animal and vegetable fats/oils","2.5.22.379.526",,"A.11.05","Fats of mixed origin"
4310,"L5","Animal blood","13.6.23.871.1424",,"A.06.09.003.001","Blood sausage"
3766,"L5","Animal edible offal, non-muscle, other than liver and kidney","13.7.24.598.880",,"A.06.06.001","Beef liver"
3414,"L5","Animal fats and oils (processed fat from animal tissue)","2.5.25.381.528",,"A.11.01.009","Tallow"
4705,"L5","Animal fresh fat tissues","13.8.26.1099.1819",,"A.11.01.009","Tallow"
3770,"L5","Animal kidney","13.9.27.602.884",,"A.06.06.009","Beef kidney"
3773,"L5","Animal liver","13.10.28.605.887",,"A.06.06.001","Beef liver"
4486,"L5","Animal other slaughtering products","13.13.29.979.1600",,"A.06.06.001","Beef liver"
4818,"L5","Anise seed","11.92.349.1161.1932",,"A.16.02.006","Anise seed (Pimpinella anisum)"
4426,"L5","Antioxidant","12.42.30.935.1540",,,
3127,"L5","Apples","8.51.287.169.241",,"A.05.02.001","Apple (Malus domesticus)"
4522,"L5","Apples and similar-","8.51.287.169.1636",,"A.05.02.001","Apple (Malus domesticus)"
3592,"L5","Apricots","8.51.379.492.706",,"A.05.03.001","Apricots (Prunus armeniaca)"
3236,"L5","Aromatic herbs","20.54.32.245.350",,"A.16.01","Herbs"
4392,"L5","Aronia berries","8.51.46.476.1506",,,
4513,"L5","Arrowroots","18.97.398.1002.1627",,"A.02.01.001","Arrowroot (Maranta arundinacea)"
4892,"L5","Artificial food colour","12.43.33.1200.2006",,,
4441,"L5","Artificial sweeteners (e.g., aspartam, saccharine)","15.14.34.950.1555",,"A.10.02.002.002","Aspartam"
4479,"L5","Asafetida roots","11.92.327.904.1593",,,
3855,"L5","Asian-style noodles other than glass noodles","10.76.280.314.969",,"A.01.05.004","Noodle, wheat flour, without eggs"
3314,"L5","Asparagus","20.99.35.307.428",,"A.02.07.001","Asparagus (Asparagus officinalis)"
4442,"L5","Aspartame","15.14.36.951.1556",,"A.10.02.002.002","Aspartam"
4570,"L5","Asses-mules-hinnies fresh meat","13.64.232.365.1684",,"A.06.01.006","Horse, asses, mules or hinnies meat (Equus spp.)"
3216,"L5","Aubergines","20.52.359.233.330",,"A.02.03.004","Aubergines (egg plants) (Solanum melongena)"
3113,"L5","Avocados","8.51.253.155.227",,"A.05.06.014","Avocados (Persea americana)"
4610,"L5","Azuki beans (dry)","11.60.307.330.1724",,"A.04.02.001","Beans (Phaseolus vulgaris)"
4262,"L5","Baby carrots","20.85.74.843.1376",,"A.02.01.003","Carrots (Daucus carota)"
4626,"L5","Baked milk and similar","14.29.37.1053.1740",,"A.08.01.001.002","Cow milk, 3 - 4% fat (whole milk)"
3365,"L5","Baking yeast","12.71.220.349.479",,"A.16.10.001","Yeast"
4005,"L5","Balsamic vinegar and similar","17.26.410.728.1119",,"A.16.05.004","Vinegar, wine"
3315,"L5","Bamboo shoots","20.99.38.308.429",,"A.02.07.008","Bamboo shoots (Bambusa vulgaris)"
3115,"L5","Bananas and similar-","8.51.253.157.229",,"A.05.06.015","Bananas (Musa × paradisica)"
3069,"L5","Barbecue or steak sauces","17.26.343.127.183",,"A.16.05.007","Barbecue sauce"
4859,"L5","Barley and similar-","10.22.82.257.1973",,"A.01.02.002.001","Barley grain, whole"
4461,"L5","Barley coffee infusion","3.55.101.558.1575",,"A.02.13.005","Barley coffee"
4566,"L5","Barley coffee ingredient","3.57.102.1027.1680",,"A.02.13.005","Barley coffee"
3254,"L5","Barley grains","10.22.82.257.368",,"A.01.02.002.001","Barley grain, whole"
4853,"L5","Barley groats","10.22.188.1186.1967",,"A.01.02.002.001","Barley grain, whole"
4764,"L5","Barley rolled grains","10.19.56.767.1878",,"A.01.02.002.002","Barley, pearled"
4871,"L5","Barnacle","6.28.255.1193.1985",,,
4196,"L5","Barracudas","6.37.238.100.1310",,,
4250,"L5","Basic sweet masses","19.27.40.836.1364",,"A.01.07.001.002","Buns"
3237,"L5","Basil","20.54.32.246.351",,"A.16.01.009","Basil, herb (Ocimum basilicum)"
3748,"L5","Basil, dry","11.92.129.581.862",,"I.16.01.025","Basil, dried"
3749,"L5","Bay leaves, dry","11.92.129.582.863",,"A.16.01.010","Bay leaves (laurel) (Laurus nobilis)"
3863,"L5","Beans (dry) and similar-","11.60.307.330.977",,"A.04.02.001","Beans (Phaseolus vulgaris)"
3333,"L5","Beans (fresh seeds without pods) and similar-","11.60.212.324.447",,"A.04.01.001","Beans, green, without pods (Phaseolus vulgaris)"
4561,"L5","Beans (with pods) and similar-","20.61.41.1025.1675",,"A.02.06.001","Beans, with pods (Phaseolus vulgaris)"
4805,"L5","Beans and meat meal","4.31.126.565.1919",,"I.19.04.001.001","Chili con carne"
3956,"L5","Beans and vegetables meal","4.31.126.565.1070",,"I.19.04.001.002","Haricot bean stew"
4806,"L5","Beans, meat, and vegetables meal","4.31.126.565.1920",,"I.19.04.001.001","Chili con carne"
3107,"L5","Bechamel sauce","17.26.343.152.221",,"I.16.08.001.004","White sauce / Bechamel"
4700,"L5","Beech nuts","11.74.397.1095.1814",,"A.04.03.001","Almond, sweet (Prunus amygalus dulcis)"
3697,"L5","Beef tallow (including processed suet)","2.5.25.383.811",,"A.11.01.009","Tallow"
4274,"L5","Bee-produced formulations","16.46.256.849.1388",,"A.10.07.003","Honey, blended"
2896,"L5","Beer","1.16.42.10.10",,"A.14.01.002","Beer, regular"
3368,"L5","Beer and beer-like beverage","1.16.43.352.482",,"A.14.01.002","Beer, regular"
3360,"L5","Beer, light","1.16.42.11.474",,"A.14.01.003","Beer, light (reduced alcohol content)"
3371,"L5","Beer-like beverages","1.16.44.355.485",,"A.14.01.002","Beer, regular"
4174,"L5","Beetroot leaves","20.59.367.673.1288",,"A.02.05.013","Beet leaves (Beta vulgaris)"
3291,"L5","Beetroots","20.85.45.284.405",,"A.02.01.002","Beetroot (Beta vulgaris subsp. vulgaris)"
3689,"L5","Beignets","10.36.92.547.803",,"I.01.07.001.076","Beignets, plain"
4727,"L5","Bergamots","8.51.94.151.1841",,"A.05.01.003","Lemons (Citrus limon)"
3571,"L5","Berries and small fruits","8.51.46.475.685",,"A.05.04.003","Strawberries (Fragaria × ananassa)"
3572,"L5","Bilberries (generic)","8.51.46.476.686",,"A.05.04.022","Bilberry or whortleberry (Vaccinium spp.)"
4678,"L5","Birches (trunk sap)","18.102.372.177.1792",,,
4227,"L5","Birds meat","13.64.48.826.1341",,"A.06.02.001","Chicken meat (Gallus domesticus)"
3264,"L5","Biscuit with inclusions, filling or coating","10.36.49.267.378",,"A.01.07.002.003","Biscuits, cream filling"
3269,"L5","Biscuits","10.36.49.270.383",,"A.01.07.002.007","Biscuit, iced"
3271,"L5","Biscuits, chocolate","10.36.49.272.385",,"A.01.07.002.002","Biscuits, chocolate filling"
4597,"L5","Bitter oranges","8.51.94.151.1711",,"A.05.01.002","Oranges (Citrus sinensis)"
4307,"L5","Black caraway seed","11.92.349.868.1421",,"A.16.02.010","Caraway (Carum carvi)"
4579,"L5","Black cherries","8.51.379.493.1693",,"A.05.03.006","Sweet cherry (Prunus avium)"
4051,"L5","Black eyed peas (dry)","11.60.307.330.1165",,"A.04.02.011","Black eye bean (Vigna unguiculata)"
4739,"L5","Black eyed peas (with pods)","20.61.41.1114.1853",,"A.04.02.011","Black eye bean (Vigna unguiculata)"
4860,"L5","Black eyed peas (without pods)","11.60.212.324.1974",,"A.04.02.011","Black eye bean (Vigna unguiculata)"
3299,"L5","Black radishes","20.85.310.292.413",,"A.02.01.005","Horseradish (Armoracia rusticana)"
3573,"L5","Blackberries and similar-","8.51.46.477.687",,"A.05.04.004","Blackberries (Rubus fruticosus)"
2907,"L5","Blended fat and oils","2.34.51.17.21",,"A.11.05","Fats of mixed origin"
2909,"L5","Blended frying oil/fats","2.34.51.19.23",,"A.11.05","Fats of mixed origin"
2914,"L5","Blended margarine","2.34.236.24.28",,"A.11.06.001","Margarine, normal fat"
2976,"L5","Blood-type sausage","13.86.295.61.90",,"A.06.09.003.001","Blood sausage"
4567,"L5","Blue mussel","6.73.265.1028.1681",,"A.07.05.007","Mussel (Mytilus edulis)"
4872,"L5","Blue whitings","6.37.238.95.1986",,"I.07.01.017.002","Whiting (Merlangius merlangus)"
3973,"L5","Blueberries","8.51.46.476.1087",,"A.05.04.008","Blueberries (Vaccinium corymbosum)"
4692,"L5","Bluefish","6.37.238.100.1806",,,
4035,"L5","Bogue","6.37.238.705.1149",,,
3016,"L5","Boiled eggs","5.79.189.87.130",,"A.09.01.001","Whole egg, chicken"
4113,"L5","Bologna-type sausage","13.86.295.61.1227",,"A.06.09.004.002","Bologna, sausage"
3897,"L5","Borage","20.54.32.250.1011",,"A.04.04.011","Borage (Borago officinalis)"
3341,"L5","Borlotti or other common beans (dry)","11.60.307.330.455",,"A.04.02.001","Beans (Phaseolus vulgaris)"
3711,"L5","Borlotti or other common beans (without pods)","11.60.212.324.825",,"A.04.02.001","Beans (Phaseolus vulgaris)"
3510,"L5","Bottled drinking water","21.32.52.438.624",,"A.15.03","Bottled water"
4894,"L5","Bouillabaisse","4.31.126.43.2008",,"A.19.10.005","Fish soup"
4628,"L5","Bouquet garni","17.89.346.1055.1742",,"A.16.01","Herbs"
3869,"L5","Bovine and pig fresh meat","13.64.232.20.983",,"A.06.05.001","Mixed beef and pork meat"
2910,"L5","Bovine and pig, minced meat","13.64.232.20.24",,"A.06.05.001","Mixed beef and pork meat"
3768,"L5","Bovine edible offal, non-muscle, other than liver and kidney","13.7.228.600.882",,"A.06.06.009","Beef kidney"
4881,"L5","Bovine fat tissue","13.8.229.1176.1995",,"A.11.01.009","Tallow"
3997,"L5","Bovine fresh meat","13.64.232.23.1111",,"A.06.01.001","Beef meat (Bos spp.)"
4064,"L5","Bovine heart","13.13.235.353.1178",,"A.06.06.014","Heart (beef, veal, pork, mutton, lamb)"
4877,"L5","Bovine kidney","13.9.230.946.1991",,"A.06.06.009","Beef kidney"
4291,"L5","Bovine liver","13.10.231.351.1405",,"A.06.06.001","Beef liver"
4371,"L5","Bovine marrowbone","13.13.235.353.1485",,"A.06.06.021","Marrowbone (beef)"
3782,"L5","Bovine meat, dried","13.11.234.612.896",,"A.06.08.003","Beef, dried"
4220,"L5","Bovine other slaughtering products","13.13.235.353.1334",,"A.06.06.001","Beef liver"
4314,"L5","Bovine stomach","13.13.235.353.1428",,"A.06.06.017","Stomach (beef)"
3783,"L5","Bovine tail","13.13.235.353.897",,"A.06.06.022","Tail (beef, pork, lamb)"
3369,"L5","Bovine tongue","13.13.235.353.483",,"A.06.06.013","Tongue (beef, veal, mutton, lamb, pork)"
4620,"L5","Bovine trotters and feet","13.13.235.353.1734",,"A.06.06.023","Totters and feet (calf, pork)"
2913,"L5","Bovine, minced meat","13.64.232.23.27",,"A.06.01.001","Beef meat (Bos spp.)"
3732,"L5","Brazil nuts","11.74.397.570.846",,"A.04.03.003","Brazil nuts (Bertholletia excelsa)"
4728,"L5","Brazil nuts and similar-","11.74.397.570.1842",,"A.04.03.003","Brazil nuts (Bertholletia excelsa)"
4711,"L5","Bread alternative","10.18.53.1102.1825",,"A.01.04.001.001","Wheat bread, white"
3196,"L5","Bread and rolls with special ingredients added","10.18.210.217.310",,"A.01.04.001.001","Wheat bread, white"
4749,"L5","Bread and similar products","10.18.54.1120.1863",,"A.01.04.001.001","Wheat bread, white"
4362,"L5","Bread pre-mixes (dry)","10.76.313.318.1476",,"A.01.04.001.001","Wheat bread, white"
4103,"L5","Breakfast cereals","10.19.55.766.1217",,"A.01.06.005.001","Breakfast cereals, mixed cereals and fruits"
4658,"L5","Breakfast cereals, plain","10.19.56.1067.1772",,"A.01.06.005.001","Breakfast cereals, mixed cereals and fruits"
4319,"L5","Breakfast-type sausage","13.86.160.875.1433",,"A.06.09.004.001","Berliner-Style, Sausage"
3964,"L5","Brill","6.37.238.98.1078",,,
4321,"L5","Brined cheese (feta-type and similar)","14.23.57.876.1435",,"A.08.08.069","Cheese, Feta"
3700,"L5","Brioche type products","10.36.434.554.814",,"A.01.07.001.042","Brioche"
4509,"L5","British islands brown sauce","17.26.343.141.1623",,"A.16.08.002","Brown sauce (Gravy, Lyonnais sauce)"
4551,"L5","Brittle mass","19.27.40.1021.1665",,"I.10.04.019","Sugar coated nuts"
3718,"L5","Broad beans (dry)","11.60.307.330.832",,"A.04.02.007","Broad bean (Vicia faba)"
3908,"L5","Broad beans (with pods)","20.61.41.676.1022",,"A.04.02.007","Broad bean (Vicia faba)"
3335,"L5","Broad beans (without pods)","11.60.212.324.449",,"A.04.02.007","Broad bean (Vicia faba)"
3203,"L5","Broccoli","20.40.58.224.317",,"A.02.04.001","Broccoli (Brassica oleracea var. italica)"
3245,"L5","Brussels sprouts","20.59.190.251.359",,"A.02.04.003","Brussels sprouts (Brassica oleracea var. gemmifera)"
3668,"L5","Buckwheat","10.22.82.259.782",,"A.01.02.006","Buckwheat grain"
4608,"L5","Buckwheat and other pseudo-cereals and similar-","10.22.82.259.1722",,"A.01.02.006","Buckwheat grain"
4862,"L5","Buffalo edible offal, non-muscle, other than liver and kidney","13.7.228.600.1976",,"A.06.06.017","Stomach (beef)"
4675,"L5","Buffalo fresh meat","13.64.232.23.1789",,"A.06.01.001","Beef meat (Bos spp.)"
4630,"L5","Bulb vegetables","20.20.61.1057.1744",,"A.02.02.002","Onions, bulb (Allium cepa)"
3260,"L5","Bulgur","10.22.188.263.374",,"A.01.02.001.004","Bulgur wheat"
2911,"L5","Butter and margarine/oil blends","2.34.51.21.25",,"A.11.01.001","Butter"
4821,"L5","Butter flavour","12.44.147.1164.1935",,"A.11.01.001","Butter"
3325,"L5","Cake pre-mixes (dry)","10.76.313.318.439",,"A.01.07.001.008","Cream cake"
3710,"L5","Cake pre-mixes/batter","10.76.313.556.824",,"A.01.07.001.008","Cream cake"
3683,"L5","Cakes","10.36.64.544.797",,"A.01.07.001.008","Cream cake"
4491,"L5","Calcium","15.24.65.983.1605",,,
2915,"L5","Calf fresh meat","13.64.232.23.29",,"A.06.01.001","Beef meat (Bos spp.)"
