Livsmedelsnummer,Livsmedelsnamn,Råvara nivå 1,Andel,Inkluderar,Tillagningsprocess  nivå 1,Konverteringsfaktor nivå 1,Publikation nivå 1,Foodex2 nivå 1,Rå mängd beräknad,Beräkning rå mängd,Råvara nivå 2,Tillagningsprocess nivå 2,Konverteringsfaktor nivå 2,Publikation nivå 2,Foodex2 nivå 2,Kommentar,
110,Camembert vitmögelost friterad,Äggvita,2,,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A031T,2,"2 * 1,00",,,,,,Faktor = logisk slutledning,
111,Getost chèvre vitmögelost fett 25% ,Ost (hårdost),100,"Ystade hårdostar, kittost, mögelost","Rå, tillagad ",1,-,A02VA,100,"100 * 1,00",,,,,,Faktor = logisk slutledning,
114,Filmjölk fett 3% ,"Filmjölk fett >2,5 %",100,,"Rå, tillagad ",1,-,A02PA,100,"100 * 1,00",,,,,,Faktor = logisk slutledning,
116,Kondenserad mjölk konserv konc sockrad fett ca 9% ,Mjölk kondenserad,100,"sötad, osötad kondenserad mjölk","Rå, tillagad ",1,-,A02PG#F07.A071S,100,"100 * 1,00",,,,,,,
118,Mjölkpulver fett 1% ,Mjölkpulver,100,,"Rå, tillagad ",1,-,A02PK,100,"100 * 1,00",Mjölk,Torkad,7.7,SLV - Riktlinjer för livsmedel,A02LY,"Faktor = logisk slutledning
Faktor för nivå 2 beräknad utifrån en torrsubstans i mjölk på 13% och en torrsubstan på 97% i mjölkpulver.",
120,"Lättfil fett 0,5%",Filmjölk fett < 1%,100,,"Rå, tillagad ",1,-,A02PA,100,"100 * 1,00",,,,,,Faktor = logisk slutledning,
122,Milkshake choklad jordgubb,"Mjölk fett 1-2,5 %",41,,"Rå, tillagad ",1,-,A02LZ,41,"41 * 1,00",,,,,,Faktor = logisk slutledning,
122,Milkshake choklad jordgubb,Mjölk fett < 1 %,31,,"Rå, tillagad ",1,-,A02MA,31,"31 * 1,00",,,,,,Faktor = logisk slutledning,
122,Milkshake choklad jordgubb,Jordgubbar,10,smultron,Rå,1,SLV - Riktlinjer för livsmedel,A01EA,10,"10 * 1,00",,,,,,Faktor = logisk slutledning,
122,Milkshake choklad jordgubb,Socker,6,"Råsocker, farinsocker, invertsocker, sockerkulör",Rå,1,SLV - Riktlinjer för livsmedel,A032H,6,"6 * 1,00",Sockerbeta,Rå,6.5,SLV - Riktlinjer för livsmedel,A010T,"Faktor = logisk slutledning

NB! Med ändrad Foodex-kod för socker, stämmer det inte alltid att råvara nivå 2 är sockerbeta.",
122,Milkshake choklad jordgubb,Fett vegetabiliskt fett och olja,3,,Rå,1,SLV - Riktlinjer för livsmedel,A036V,3,"3 * 1,00",,,,,,Faktor = logisk slutledning,
122,Milkshake choklad jordgubb,Vasslepulver,2,,"Rå, tillagad ",1,Svensk mjölk 2001,A02MR_R,2,"2 * 1,00",,,,,,,
122,Milkshake choklad jordgubb,Stärkelsesirap,2,glukossirap; glukos-fruktossirap; stärkelsesirap,"Rå, tillagad ",1,SLV - Riktlinjer för livsmedel,A032Z,2,"2 * 1,00",,,,,,47% majs; 38 % vete; 15 % potatis,
122,Milkshake choklad jordgubb,Mjölkpulver,2,,"Rå, tillagad ",1,-,A02PK,2,"2 * 1,00",Mjölk,Torkad,7.7,SLV - Riktlinjer för livsmedel,A02LY,"Faktor = logisk slutledning
Faktor för nivå 2 beräknad utifrån en torrsubstans i mjölk på 13% och en torrsubstan på 97% i mjölkpulver.",
122,Milkshake choklad jordgubb,Kaffebönor,1,rostade  kaffebönor,Pulveriserat,1,Conversion FOODEX to e-RAC 8 juli 2011_NL.xls,A03GL,1,"1 * 1,00",,,,,,,
122,Milkshake choklad jordgubb,Kakao,1,"kakaomassa, kakaosmör, kakaopulver",Pulveriserat,1,Conversion FOODEX to e-RAC 8 juli 2011_NL.xls,A03HG,1,"1 * 1,00",,,,,,,
122,Milkshake choklad jordgubb,Övrigt,1,"Salt, kryddor, bakpulver, hjorthornssalt, surdegspulver etc",Rå,1,SLV - Riktlinjer för livsmedel,A042Z_R,1,"1 * 1,00",,,,,,"Här lägger vi övriga ingredienser som inte behöver egen kod. Bara några exempel är nämnda under""inkluderar"", men komplettera gärna listan.",
124,Yoghurt naturell fett 3 % ,Yoghurt fett > 3%,100,,"Rå, tillagad ",1,-,A02NG#F10.A077A,100,"100 * 1,00",,,,,,Faktor = logisk slutledning,
130,"Mellanfil fett 1,5%","Filmjölk fett 1-2,5 %",100,,"Rå, tillagad ",1,-,A02PA,100,"100 * 1,00",,,,,,Faktor = logisk slutledning,
135,"Lättyoghurt naturell fett 0,5%",Yoghurt fett <1 %,98,,"Rå, tillagad ",1,-,A02NG#F10.A077C,98,"98 * 1,00",,,,,,Faktor = logisk slutledning,
135,"Lättyoghurt naturell fett 0,5%",Mjölkprotein,2,Kasein,"Rå, tillagad ",1,Svensk mjölk 2001,A02PR,2,"2 * 1,00",Mjölk,Torkad,30.8,Svensk mjölk 2001,A02LY,"Faktor  för nivå 2 beräknat utifrån ett Kaseininnehåll på 2,6 % i mjölk och ett kaseininnehåll på 80% i färdigt mjölkprotein.",
144,"Filmjölk m jordgubbssmak  fett 2,7%","Filmjölk fett >2,5 % smaksatt",100,,"Rå, tillagad ",1,-,A02PA,100,"100 * 1,00",,,,,,Faktor = logisk slutledning,
145,"Lättfil m jordgubbsmak 0,5% fett",Filmjölk fett < 1% smaksatt,100,,"Rå, tillagad ",1,-,A02PA,100,"100 * 1,00",,,,,,Faktor = logisk slutledning,
157,"Varm choklad mjölk fett 1,5%","Mjölk fett 1-2,5 %",93,,"Rå, tillagad ",1,-,A02LZ,93,"93 * 1,00",,,,,,Faktor = logisk slutledning,
157,"Varm choklad mjölk fett 1,5%",Socker,6,"Råsocker, farinsocker, invertsocker, sockerkulör","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A032H,6,"6 * 1,00",Sockerbeta,Rå,6.5,SLV - Riktlinjer för livsmedel,A010T,"Faktor = logisk slutledning

NB! Med ändrad Foodex-kod för socker, stämmer det inte alltid att råvara nivå 2 är sockerbeta.",
157,"Varm choklad mjölk fett 1,5%",Kakao,1,"kakaomassa, kakaosmör, kakaopulver",Pulveriserat,1,Conversion FOODEX to e-RAC 8 juli 2011_NL.xls,A03HG,1,"1 * 1,00",,,,,,,
160,Smoothie m bär yoghurt banan juice,"Yoghurt fett 1-2,5 %",60,,"Rå, tillagad ",1,-,A02NG#F10.A077B,60,"60 * 1,00",,,,,,Faktor = logisk slutledning,
160,Smoothie m bär yoghurt banan juice,Apelsin,10,,Juice koncentrerad,5.4,"Guidance document on the conversion of foods coded according to FoodEx into raw agricultural commodities (RACs), EU project ACROPOLIS WP2, Deliverable 2.2, Polly E. Boon, June 2011 ",A01CP,54,"10 * 5,40",,,,,,,
160,Smoothie m bär yoghurt banan juice,Jordgubbar,6,smultron,Rå,1,SLV - Riktlinjer för livsmedel,A01EA,6,"6 * 1,00",,,,,,Faktor = logisk slutledning,
160,Smoothie m bär yoghurt banan juice,Banan,6,,Rå,1,SLV - Riktlinjer för livsmedel,A01LC,6,"6 * 1,00",,,,,,Faktor = logisk slutledning,
160,Smoothie m bär yoghurt banan juice,Blåbär,6,,Rå,1,SLV - Riktlinjer för livsmedel,A01EZ,6,"6 * 1,00",,,,,,Faktor = logisk slutledning,
160,Smoothie m bär yoghurt banan juice,Hallon,6,,Rå,1,SLV - Riktlinjer för livsmedel,A01EP,6,"6 * 1,00",,,,,,Faktor = logisk slutledning,
160,Smoothie m bär yoghurt banan juice,Mango,6,,Rå,1,SLV - Riktlinjer för livsmedel,A01LF,6,"6 * 1,00",,,,,,Faktor = logisk slutledning,
193,"Vitt bröd vatten typ pitabröd fibrer ca 3,5% ","Vete, siktat",66,,"Tillagad, adderad",1,-,A003Y,66,"66 * 1,00",,,,,,Faktor = logisk slutledning,
193,"Vitt bröd vatten typ pitabröd fibrer ca 3,5% ",Vatten,31,,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A03DL,31,"31 * 1,00",,,,,,Faktor=logiskt slutledning,
193,"Vitt bröd vatten typ pitabröd fibrer ca 3,5% ",Jäst,2,jästextrakt,"Rå, tillagad ",1,-,A049A,2,"2 * 1,00",,,,,,Faktor = logisk slutledning,
193,"Vitt bröd vatten typ pitabröd fibrer ca 3,5% ",Övrigt,1,"Salt, kryddor, bakpulver, hjorthornssalt, surdegspulver etc","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A042Z_R,1,"1 * 1,00",,,,,,"Här lägger vi övriga ingredienser som inte behöver egen kod. Bara några exempel är nämnda under""inkluderar"", men komplettera gärna listan.",
194,Korvbröd,"Vete, siktat",57,,"Tillagad, adderad",1,-,A003Y,57,"57 * 1,00",,,,,,Faktor = logisk slutledning,
194,Korvbröd,Vatten,28,,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A03DL,28,"28 * 1,00",,,,,,Faktor=logiskt slutledning,
194,Korvbröd,Fett vegetabiliskt fett och olja,6,,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A036V,6,"6 * 1,00",,,,,,Faktor = logisk slutledning,
194,Korvbröd,Sirap,6,,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A034D,6,"6 * 1,00",Sockerbeta,Juice koncentrerad,6.5,-,A010T,"Faktor = logisk slutledning
Faktor för råvarunivå två överförd från socker. Motviering: samma art och tillverkningsmetoder",
194,Korvbröd,Jäst,1,jästextrakt,"Rå, tillagad ",1,-,A049A,1,"1 * 1,00",,,,,,Faktor = logisk slutledning,
194,Korvbröd,Vetegluten,1,Gluten,Tillagad,10,LCI data for the calculation tool Feedprint for greenhouse gas emissions of feed production and utilization (2012) Zeist et al,A004B,10,"1 * 10,00",,,,,,Vetegluten är en relativt vanlig brödingrediens.,
194,Korvbröd,Övrigt,1,"Salt, kryddor, bakpulver, hjorthornssalt, surdegspulver etc","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A042Z_R,1,"1 * 1,00",,,,,,"Här lägger vi övriga ingredienser som inte behöver egen kod. Bara några exempel är nämnda under""inkluderar"", men komplettera gärna listan.",
198,"Vitt bröd osötat typ italienskt fibrer ca 2,5%","Vete, siktat",49,,"Tillagad, adderad",1,-,A003Y,49,"49 * 1,00",,,,,,Faktor = logisk slutledning,
198,"Vitt bröd osötat typ italienskt fibrer ca 2,5%",Vatten,43,,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A03DL,43,"43 * 1,00",,,,,,Faktor=logiskt slutledning,
198,"Vitt bröd osötat typ italienskt fibrer ca 2,5%",Jäst,3,jästextrakt,"Rå, tillagad ",1,-,A049A,3,"3 * 1,00",,,,,,Faktor = logisk slutledning,
198,"Vitt bröd osötat typ italienskt fibrer ca 2,5%",Fett vegetabiliskt fett och olja,2,,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A036V,2,"2 * 1,00",,,,,,Faktor = logisk slutledning,
198,"Vitt bröd osötat typ italienskt fibrer ca 2,5%","Råg, siktat",2,"Del av rågsikt (40%), se kommentar","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A003K,2,"2 * 1,00",,,,,,"Rågsikt består av 40% siktat råg och 60% siktat vete, så om rågsikt har använts ska denna fördelning appliceras. ",
198,"Vitt bröd osötat typ italienskt fibrer ca 2,5%",Övrigt,1,"Salt, kryddor, bakpulver, hjorthornssalt, surdegspulver etc","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A042Z_R,1,"1 * 1,00",,,,,,"Här lägger vi övriga ingredienser som inte behöver egen kod. Bara några exempel är nämnda under""inkluderar"", men komplettera gärna listan.",
200,Vitt bröd vete baguette,"Vete, siktat",72,,"Tillagad, adderad",1,-,A003Y,72,"72 * 1,00",,,,,,Faktor = logisk slutledning,
200,Vitt bröd vete baguette,Vatten,23,,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A03DL,23,"23 * 1,00",,,,,,Faktor=logiskt slutledning,
200,Vitt bröd vete baguette,Fett vegetabiliskt fett och olja,2,,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A036V,2,"2 * 1,00",,,,,,Faktor = logisk slutledning,
200,Vitt bröd vete baguette,Övrigt,1,"Salt, kryddor, bakpulver, hjorthornssalt, surdegspulver etc","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A042Z_R,1,"1 * 1,00",,,,,,"Här lägger vi övriga ingredienser som inte behöver egen kod. Bara några exempel är nämnda under""inkluderar"", men komplettera gärna listan.",
200,Vitt bröd vete baguette,Salt,1,"Havssalt, mineralsalt","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A042P,1,"1 * 1,00",,,,,,Faktor = logisk slutledning,
200,Vitt bröd vete baguette,Jäst,1,jästextrakt,"Rå, tillagad ",1,-,A049A,1,"1 * 1,00",,,,,,Faktor = logisk slutledning,
203,"Vitt bröd tortilla fibrer 4,6% ","Vete, siktat",59,,"Tillagad, adderad",1,-,A003Y,59,"59 * 1,00",,,,,,Faktor = logisk slutledning,
203,"Vitt bröd tortilla fibrer 4,6% ",Vatten,28,,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A03DL,28,"28 * 1,00",,,,,,Faktor=logiskt slutledning,
203,"Vitt bröd tortilla fibrer 4,6% ",Övrigt,5,"Salt, kryddor, bakpulver, hjorthornssalt, surdegspulver etc","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A042Z_R,5,"5 * 1,00",,,,,,"Här lägger vi övriga ingredienser som inte behöver egen kod. Bara några exempel är nämnda under""inkluderar"", men komplettera gärna listan.",
203,"Vitt bröd tortilla fibrer 4,6% ",Fett vegetabiliskt fett och olja,5,,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A036V,5,"5 * 1,00",,,,,,Faktor = logisk slutledning,
203,"Vitt bröd tortilla fibrer 4,6% ",Salt,1,"Havssalt, mineralsalt","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A042P,1,"1 * 1,00",,,,,,Faktor = logisk slutledning,
203,"Vitt bröd tortilla fibrer 4,6% ",Socker,1,"Råsocker, farinsocker, invertsocker, sockerkulör","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A032H,1,"1 * 1,00",Sockerbeta,Rå,6.5,SLV - Riktlinjer för livsmedel,A010T,"Faktor = logisk slutledning

NB! Med ändrad Foodex-kod för socker, stämmer det inte alltid att råvara nivå 2 är sockerbeta.",
203,"Vitt bröd tortilla fibrer 4,6% ",Vetegluten,1,Gluten,Tillagad,10,LCI data for the calculation tool Feedprint for greenhouse gas emissions of feed production and utilization (2012) Zeist et al,A004B,10,"1 * 10,00",,,,,,Vetegluten är en relativt vanlig brödingrediens.,
205,Scones vitt bröd vete,"Vete, siktat",52,,"Tillagad, adderad",1,-,A003Y,52,"52 * 1,00",,,,,,Faktor = logisk slutledning,
205,Scones vitt bröd vete,"Filmjölk fett >2,5 %",17,,"Rå, tillagad ",1,-,A02PA,17,"17 * 1,00",,,,,,Faktor = logisk slutledning,
205,Scones vitt bröd vete,Fett matfettsblandning,11,,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A04RT,11,"11 * 1,00",,,,,,Faktor = logisk slutledning,
205,Scones vitt bröd vete,"Mjölk fett 1-2,5 %",10,,"Rå, tillagad ",1,-,A02LZ,10,"10 * 1,00",,,,,,Faktor = logisk slutledning,
205,Scones vitt bröd vete,"Mjölk fett > 2,5%",4,,"Rå, tillagad ",1,-,A02LY,4,"4 * 1,00",,,,,,Faktor = logisk slutledning,
205,Scones vitt bröd vete,Mjölk fett < 1 %,3,,"Rå, tillagad ",1,-,A02MA,3,"3 * 1,00",,,,,,Faktor = logisk slutledning,
205,Scones vitt bröd vete,Övrigt,2,"Salt, kryddor, bakpulver, hjorthornssalt, surdegspulver etc","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A042Z_R,2,"2 * 1,00",,,,,,"Här lägger vi övriga ingredienser som inte behöver egen kod. Bara några exempel är nämnda under""inkluderar"", men komplettera gärna listan.",
205,Scones vitt bröd vete,Salt,1,"Havssalt, mineralsalt","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A042P,1,"1 * 1,00",,,,,,Faktor = logisk slutledning,
215,Hårt tunnbröd vete korn socker fiber ca 3% Wasa Tunnbröd,"Vete, siktat",79,,"Tillagad, adderad",1,-,A003Y,79,"79 * 1,00",,,,,,Faktor = logisk slutledning,
215,Hårt tunnbröd vete korn socker fiber ca 3% Wasa Tunnbröd,"Korn, siktat",10,,"Rå, tillagad ",1,SLV - Riktlinjer för livsmedel,A002L,10,"10 * 1,00",,,,,,Faktor = logisk slutledning,
215,Hårt tunnbröd vete korn socker fiber ca 3% Wasa Tunnbröd,Vatten,10,,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A03DL,10,"10 * 1,00",,,,,,Faktor=logiskt slutledning,
215,Hårt tunnbröd vete korn socker fiber ca 3% Wasa Tunnbröd,Övrigt,1,"Salt, kryddor, bakpulver, hjorthornssalt, surdegspulver etc","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A042Z_R,1,"1 * 1,00",,,,,,"Här lägger vi övriga ingredienser som inte behöver egen kod. Bara några exempel är nämnda under""inkluderar"", men komplettera gärna listan.",
217,Tunnbröd vitt bröd mjukt mjölk fibrer ca 4% ,"Vete, siktat",56,,"Tillagad, adderad",1,-,A003Y,56,"56 * 1,00",,,,,,Faktor = logisk slutledning,
217,Tunnbröd vitt bröd mjukt mjölk fibrer ca 4% ,Vatten,28,,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A03DL,28,"28 * 1,00",,,,,,Faktor=logiskt slutledning,
217,Tunnbröd vitt bröd mjukt mjölk fibrer ca 4% ,Övrigt,4,"Salt, kryddor, bakpulver, hjorthornssalt, surdegspulver etc","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A042Z_R,4,"4 * 1,00",,,,,,"Här lägger vi övriga ingredienser som inte behöver egen kod. Bara några exempel är nämnda under""inkluderar"", men komplettera gärna listan.",
217,Tunnbröd vitt bröd mjukt mjölk fibrer ca 4% ,Jäst,1,jästextrakt,"Rå, tillagad ",1,-,A049A,1,"1 * 1,00",,,,,,Faktor = logisk slutledning,
217,Tunnbröd vitt bröd mjukt mjölk fibrer ca 4% ,Sirap,3,,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A034D,3,"3 * 1,00",Sockerbeta,Juice koncentrerad,6.5,-,A010T,"Faktor = logisk slutledning
Faktor för råvarunivå två överförd från socker. Motviering: samma art och tillverkningsmetoder",
217,Tunnbröd vitt bröd mjukt mjölk fibrer ca 4% ,Socker,3,"Råsocker, farinsocker, invertsocker, sockerkulör","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A032H,3,"3 * 1,00",Sockerbeta,Rå,6.5,SLV - Riktlinjer för livsmedel,A010T,"Faktor = logisk slutledning

NB! Med ändrad Foodex-kod för socker, stämmer det inte alltid att råvara nivå 2 är sockerbeta.",
217,Tunnbröd vitt bröd mjukt mjölk fibrer ca 4% ,Olja rapsolja,2,,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A036V,2,"2 * 1,00",Raps,Juice drickfärdig,2.4,"Guidance document on the conversion of foods coded according to FoodEx into raw agricultural commodities (RACs), EU project ACROPOLIS WP2, Deliverable 2.2, Polly E. Boon, June 2011 ",A015M,,
217,Tunnbröd vitt bröd mjukt mjölk fibrer ca 4% ,Vetegluten,3,Gluten,Tillagad,10,LCI data for the calculation tool Feedprint for greenhouse gas emissions of feed production and utilization (2012) Zeist et al,A004B,30,"3 * 10,00",,,,,,Vetegluten är en relativt vanlig brödingrediens.,
229,Croissant fransk giffel,"Vete, siktat",43,,"Tillagad, adderad",1,-,A003Y,43,"43 * 1,00",,,,,,Faktor = logisk slutledning,
229,Croissant fransk giffel,Fett matfettsblandning,26,,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A04RT,26,"26 * 1,00",,,,,,Faktor = logisk slutledning,
229,Croissant fransk giffel,"Mjölk fett 1-2,5 %",15,,"Rå, tillagad ",1,-,A02LZ,15,"15 * 1,00",,,,,,Faktor = logisk slutledning,
229,Croissant fransk giffel,"Mjölk fett > 2,5%",6,,"Rå, tillagad ",1,-,A02LY,6,"6 * 1,00",,,,,,Faktor = logisk slutledning,
229,Croissant fransk giffel,Mjölk fett < 1 %,4,,"Rå, tillagad ",1,-,A02MA,4,"4 * 1,00",,,,,,Faktor = logisk slutledning,
229,Croissant fransk giffel,Socker,4,"Råsocker, farinsocker, invertsocker, sockerkulör","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A032H,4,"4 * 1,00",Sockerbeta,Rå,6.5,SLV - Riktlinjer för livsmedel,A010T,"Faktor = logisk slutledning

NB! Med ändrad Foodex-kod för socker, stämmer det inte alltid att råvara nivå 2 är sockerbeta.",
229,Croissant fransk giffel,"Ägg, höna",2,Helt ägg höna,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A031G,2,"2 * 1,00",,,,,,Faktor = logisk slutledning,
231,Höstpotatis kokt m salt,Potatis,100,,Tillagad,1,Conversion FOODEX to e-RAC 8 juli 2011_NL.xls,A00ZX,100,"100 * 1,00",,,,,,,
233,Potatis m skal bakad u salt,Potatis,100,,Rå,1,Conversion FOODEX to e-RAC 8 juli 2011_NL.xls,A011R,100,"100 * 1,00",,,,,,,
238,Klyftpotatis u skal ugnsstekt m rapsolja,Potatis,93,,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A00ZX,93,"93 * 1,00",,,,,,Faktor = logisk slutledning,
238,Klyftpotatis u skal ugnsstekt m rapsolja,Salt,3,"Havssalt, mineralsalt","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A042P,3,"3 * 1,00",,,,,,Faktor = logisk slutledning,
238,Klyftpotatis u skal ugnsstekt m rapsolja,Olja rapsolja,3,,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A036V,3,"3 * 1,00",Raps,Juice drickfärdig,2.4,"Guidance document on the conversion of foods coded according to FoodEx into raw agricultural commodities (RACs), EU project ACROPOLIS WP2, Deliverable 2.2, Polly E. Boon, June 2011 ",A015M,,
238,Klyftpotatis u skal ugnsstekt m rapsolja,Övrigt,1,"Salt, kryddor, bakpulver, hjorthornssalt, surdegspulver etc","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A042Z_R,1,"1 * 1,00",,,,,,"Här lägger vi övriga ingredienser som inte behöver egen kod. Bara några exempel är nämnda under""inkluderar"", men komplettera gärna listan.",
249,Pytt i panna gjutjärnsstekpanna hemlagad ,Potatis,70,,Tillagad,1,Conversion FOODEX to e-RAC 8 juli 2011_NL.xls,A00ZX,70,"70 * 1,00",,,,,,,
249,Pytt i panna gjutjärnsstekpanna hemlagad ,"Lök (gul, röd)",5,,Tillagad,1.2,Conversion FOODEX to e-RAC 8 juli 2011_NL.xls,A00HC,6,"5 * 1,20",,,,,,Faktor för kokt,
249,Pytt i panna gjutjärnsstekpanna hemlagad ,Nöt/ko ,20,"biff, entrecôte, filé, köttfärs, oxkött, oxfilé",Tillagad,1.3,,A01QX,26,"20 * 1,30",,,,,,Medelvärde för biff 82 olika bitar och tillagningssätt,
249,Pytt i panna gjutjärnsstekpanna hemlagad ,Övrigt,3,"Salt, kryddor, bakpulver, hjorthornssalt, surdegspulver etc","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A042Z_R,3,"3 * 1,00",,,,,,"Här lägger vi övriga ingredienser som inte behöver egen kod. Bara några exempel är nämnda under""inkluderar"", men komplettera gärna listan.",
249,Pytt i panna gjutjärnsstekpanna hemlagad ,Salt,2,"Havssalt, mineralsalt","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A042P,2,"2 * 1,00",,,,,,Faktor = logisk slutledning,
250,Sjömansbiff hemlagad,Potatis,46,,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A00ZX,46,"46 * 1,00",,,,,,Faktor = logisk slutledning,
250,Sjömansbiff hemlagad,Nöt/ko ,23,"biff, entrecôte, filé, köttfärs, oxkött","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A01QX,23,"23 * 1,00",,,,,,Faktor = logisk slutledning,
250,Sjömansbiff hemlagad,Vatten,11,,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A03DL,11,"11 * 1,00",,,,,,Faktor=logiskt slutledning,
250,Sjömansbiff hemlagad,"Lök (gul, röd)",9,,"Tillagad, adderad",1,Conversion FOODEX to e-RAC 8 juli 2011_NL.xls,A00HC,9,"9 * 1,00",,,,,,,
250,Sjömansbiff hemlagad,Öl korn,7,"Humle, malt","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A02VA,7,"7 * 1,00",Malt extrakt korn,,0.2,,A043N,"Faktor = logisk slutledning, 0,5-5 % humle ref On food and cooking 2004 McGee",
